gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	CD8+ CD73+ regulatory T cells	CD8+ NK-like TEMRA cells	CD8+ NK-like early effector T cells	CD8+ TEMRA cells	CD8+ central memory T cells	CD8+ cycling effector T cells	CD8+ effector memory T cells 1	CD8+ effector memory T cells 2	CD8+ exhausted T cells	CD8+ naive T cells	Gamma Delta T cells	MAIT cells
CCR9	P51686	False	CCR9_HUMAN		CPI-SS039863E62	0.52	0.0	0.0	0.0	0.0	0.0	0.014	0.006	0.0	0.0	0.0	0.0
VIPR1	P32241	False	VIPR1_HUMAN		CPI-SS003AFD9BA	0.033	0.0	0.013	0.005	0.117	0.0	0.02	0.006	0.0	0.22	0.0	0.018
NPR2	P20594	False	ANPRB_HUMAN		CPI-SS0230EE330	0.008	0.005	0.0	0.001	0.007	0.0	0.003	0.0	0.0	0.0	0.0	0.0
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS0419B80C4	0.0	0.005	0.0	0.002	0.0	0.0	0.005	0.0	0.0	0.004	0.0	0.0
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS02928C71A	0.0	0.005	0.0	0.002	0.0	0.0	0.005	0.0	0.0	0.004	0.0	0.0
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS006C6537E	0.0	0.005	0.0	0.002	0.0	0.0	0.005	0.0	0.0	0.004	0.0	0.0
CD47	Q08722	False	CD47_HUMAN		CPI-SS014958F32	0.57	0.672	0.578	0.867	0.654	0.872	0.685	0.882	0.0	0.549	1.186	0.632
CD47	Q08722	False	CD47_HUMAN		CPI-SS0339AE950	0.57	0.672	0.578	0.867	0.654	0.872	0.685	0.882	0.0	0.549	1.186	0.632
PTPRK	Q15262	False	PTPRK_HUMAN		CPI-SS0A9FB762A	0.0	0.0	0.0	0.004	0.01	0.048	0.004	0.01	0.0	0.004	0.0	0.0
SLC1A5	Q15758	False	AAAT_HUMAN		CPI-SS002DF6C31	0.08	0.185	0.061	0.134	0.14	0.305	0.121	0.13	0.0	0.028	0.105	0.105
HAVCR2	Q8TDQ0	False	HAVR2_HUMAN		CPI-SS0E23CEB91	0.008	0.073	0.045	0.162	0.016	0.049	0.002	0.188	0.0	0.023	0.284	0.004
SORL1	Q92673	False	SORL_HUMAN		CPI-SS09C52F54E	0.192	0.308	0.396	0.271	0.593	0.207	0.293	0.229	0.0	0.333	0.435	0.458
SORL1	Q92673	False	SORL_HUMAN		CPI-SS083CBFACD	0.192	0.308	0.396	0.271	0.593	0.207	0.293	0.229	0.0	0.333	0.435	0.458
MRC2	Q9UBG0	False	MRC2_HUMAN		CPI-SS048346C2B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0
PDGFRB	P09619	False	PGFRB_HUMAN		CPI-SS05A26A1DE	0.0	0.033	0.0	0.076	0.0	0.026	0.003	0.033	0.0	0.0	0.113	0.0
FZD5	Q13467	False	FZD5_HUMAN		CPI-SS05550A895	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0
ROR2	Q01974	False	ROR2_HUMAN		CPI-SS00A6240B6	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.007
FZD3	Q9NPG1	False	FZD3_HUMAN		CPI-SS014B0FCD2	0.019	0.011	0.027	0.011	0.013	0.048	0.01	0.006	0.0	0.009	0.0	0.017
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS0179FBFD3	0.23	0.174	0.303	0.108	0.831	0.156	0.276	0.277	0.0	0.269	0.226	0.335
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS0898D7F7F	0.23	0.174	0.303	0.108	0.831	0.156	0.276	0.277	0.0	0.269	0.226	0.335
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS01ECFDA18	0.23	0.174	0.303	0.108	0.831	0.156	0.276	0.277	0.0	0.269	0.226	0.335
NCAM1	P13591	False	NCAM1_HUMAN		CPI-SS039799099	0.0	0.078	0.047	0.021	0.008	0.0	0.01	0.009	0.0	0.0	0.455	0.104
FGF7	P21781	False	FGF7_HUMAN		CPI-SS07833475A	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0
FGF9	P31371	False	FGF9_HUMAN		CPI-SS038E93B77	0.018	0.0	0.005	0.002	0.013	0.0	0.0	0.01	0.0	0.005	0.0	0.0
FGF9	P31371	False	FGF9_HUMAN		CPI-SS0907A7598	0.018	0.0	0.005	0.002	0.013	0.0	0.0	0.01	0.0	0.005	0.0	0.0
FGF9	P31371	False	FGF9_HUMAN		CPI-SS0649EA05F	0.018	0.0	0.005	0.002	0.013	0.0	0.0	0.01	0.0	0.005	0.0	0.0
KL	Q9UEF7	False	KLOT_HUMAN		CPI-SS0BF490275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS06A0B20BD	0.067	0.033	0.151	0.005	0.092	0.021	0.037	0.029	0.0	0.01	0.014	0.011
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0EBFE1854	0.067	0.033	0.151	0.005	0.092	0.021	0.037	0.029	0.0	0.01	0.014	0.011
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS05B4EB419	0.067	0.033	0.151	0.005	0.092	0.021	0.037	0.029	0.0	0.01	0.014	0.011
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0659DBE72	0.067	0.033	0.151	0.005	0.092	0.021	0.037	0.029	0.0	0.01	0.014	0.011
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0FC01B947	0.067	0.033	0.151	0.005	0.092	0.021	0.037	0.029	0.0	0.01	0.014	0.011
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS087E0E3FB	0.067	0.033	0.151	0.005	0.092	0.021	0.037	0.029	0.0	0.01	0.014	0.011
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0816A4ED4	0.067	0.033	0.151	0.005	0.092	0.021	0.037	0.029	0.0	0.01	0.014	0.011
CD83	Q01151	False	CD83_HUMAN		CPI-SS00D9A0644	0.017	0.04	0.008	0.021	0.04	0.179	0.026	0.01	0.0	0.012	0.0	0.038
NECTIN1	Q15223	False	PVRL1_HUMAN		CPI-SS02E314589	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.005
NECTIN1	Q15223	False	PVRL1_HUMAN		CPI-SS03F821467	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.005
PTPRR	Q15256	False	PTPRR_HUMAN		CPI-SS0CC898553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0
PTPRR	Q15256	False	PTPRR_HUMAN		CPI-SS0658257AC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0
XPR1	Q9UBH6	False	XPR1_HUMAN		CPI-SS098F416C1	0.034	0.098	0.013	0.041	0.046	0.115	0.029	0.053	0.0	0.051	0.037	0.05
RYK	P34925	False	RYK_HUMAN		CPI-SS0D8972B21	0.038	0.028	0.015	0.015	0.021	0.033	0.019	0.012	0.0	0.019	0.034	0.026
FZD4	Q9ULV1	False	FZD4_HUMAN		CPI-SS01469637C	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS0423580E5	0.059	0.083	0.104	0.087	0.085	0.082	0.109	0.112	0.0	0.086	0.105	0.123
NOTCH4	Q99466	False	NOTC4_HUMAN		CPI-SS0FB5FE587	0.0	0.0	0.0	0.001	0.002	0.0	0.0	0.0	0.0	0.009	0.0	0.0
SEMA4D	Q92854	False	SEM4D_HUMAN		CPI-SS08FAC0A55	0.208	0.154	0.507	0.176	0.352	0.112	0.231	0.249	0.0	0.276	0.184	0.195
SEMA4D	Q92854	False	SEM4D_HUMAN		CPI-SS0CCCF7C69	0.208	0.154	0.507	0.176	0.352	0.112	0.231	0.249	0.0	0.276	0.184	0.195
SEMA4D	Q92854	False	SEM4D_HUMAN		CPI-SS06AA638A8	0.208	0.154	0.507	0.176	0.352	0.112	0.231	0.249	0.0	0.276	0.184	0.195
SEMA4G	Q9NTN9	False	SEM4G_HUMAN		CPI-SS0C0A61F92	0.0	0.0	0.0	0.002	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.006
LTBR	P36941	False	TNR3_HUMAN		CPI-SS03156A825	0.0	0.006	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.008	0.025	0.0
LTBR	P36941	False	TNR3_HUMAN		CPI-SS0859C173B	0.0	0.006	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.008	0.025	0.0
TNFRSF14	Q92956	False	TNR14_HUMAN		CPI-SS0110361CB	0.545	0.66	0.55	0.64	0.581	0.371	0.61	0.691	0.0	0.57	0.49	0.523
TNFRSF14	Q92956	False	TNR14_HUMAN		CPI-SS0C28FEC7D	0.545	0.66	0.55	0.64	0.581	0.371	0.61	0.691	0.0	0.57	0.49	0.523
TNFRSF14	Q92956	False	TNR14_HUMAN		CPI-SS019C98396	0.545	0.66	0.55	0.64	0.581	0.371	0.61	0.691	0.0	0.57	0.49	0.523
TNFRSF14	Q92956	False	TNR14_HUMAN		CPI-SS0879B8E95	0.545	0.66	0.55	0.64	0.581	0.371	0.61	0.691	0.0	0.57	0.49	0.523
TNFRSF14	Q92956	False	TNR14_HUMAN		CPI-SS02ACCF1F7	0.545	0.66	0.55	0.64	0.581	0.371	0.61	0.691	0.0	0.57	0.49	0.523
TNFRSF14	Q92956	False	TNR14_HUMAN		CPI-SS08330207B	0.545	0.66	0.55	0.64	0.581	0.371	0.61	0.691	0.0	0.57	0.49	0.523
TNFRSF17	Q02223	False	TNR17_HUMAN		CPI-SS0B89DD8C1	0.0	0.0	0.0	0.001	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0
TNFRSF17	Q02223	False	TNR17_HUMAN		CPI-SS0C412B7DE	0.0	0.0	0.0	0.001	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0
TNFRSF10D	Q9UBN6	False	TR10D_HUMAN		CPI-SS095E52E66	0.009	0.0	0.009	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0
TNFRSF10D	Q9UBN6	False	TR10D_HUMAN		CPI-SS059EEFDC6	0.009	0.0	0.009	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0
LDLR	P01130	False	LDLR_HUMAN		CPI-SS0A81A3626	0.023	0.029	0.008	0.042	0.018	0.024	0.017	0.053	0.0	0.004	0.0	0.0
EPHA1	P21709	False	EPHA1_HUMAN		CPI-SS0FF49C823	0.063	0.01	0.022	0.0	0.071	0.0	0.002	0.0	0.0	0.102	0.0	0.006
GHSR	Q92847	False	GHSR_HUMAN		CPI-SS00E5D7E39	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MRGPRX2	Q96LB1	False	MRGX2_HUMAN		CPI-SS08C88D297	0.0	0.0	0.0	0.002	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0
MRGPRX2	Q96LB1	False	MRGX2_HUMAN		CPI-SS0522A6CFA	0.0	0.0	0.0	0.002	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0
MC1R	Q01726	False	MSHR_HUMAN		CPI-SS00BD8FF72	0.0	0.0	0.0	0.002	0.003	0.0	0.001	0.0	0.0	0.0	0.011	0.0
CXCL16	Q9H2A7	False	CXL16_HUMAN		CPI-SS00F282936	0.063	0.0	0.02	0.005	0.033	0.0	0.008	0.0	0.0	0.009	0.0	0.0
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0DA291AD9	3.975	3.876	3.131	3.635	1.608	3.468	3.72	3.881	4.85	0.39	3.151	2.798
CCL28	Q9NRJ3	False	CCL28_HUMAN		CPI-SS05B92CCC4	0.083	0.144	0.077	0.074	0.081	0.088	0.073	0.067	0.0	0.122	0.188	0.075
CCL28	Q9NRJ3	False	CCL28_HUMAN		CPI-SS064C772FE	0.083	0.144	0.077	0.074	0.081	0.088	0.073	0.067	0.0	0.122	0.188	0.075
CCL27	Q9Y4X3	False	CCL27_HUMAN		CPI-SS0B2979A10	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL23	P55773	False	CCL23_HUMAN		CPI-SS09199F78C	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.007	0.0	0.0	0.016	0.0
CCL23	P55773	False	CCL23_HUMAN		CPI-SS0D57FCA8C	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.007	0.0	0.0	0.016	0.0
CCL18	P55774	False	CCL18_HUMAN		CPI-SS041751A4D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0
CCL18	P55774	False	CCL18_HUMAN		CPI-SS03188FD02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0
CCL15	Q16663	False	CCL15_HUMAN		CPI-SS0C84DF380	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0
CCL15	Q16663	False	CCL15_HUMAN		CPI-SS006C89002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0
SELL	P14151	False	LYAM1_HUMAN		CPI-SS08920B6FF	0.113	0.404	0.691	0.1	1.342	0.23	0.474	0.169	0.0	1.986	0.489	0.111
OXTR	P30559	False	OXYR_HUMAN		CPI-SS04B547174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERBB3	P21860	False	ERBB3_HUMAN		CPI-SS053613259	0.009	0.0	0.015	0.0	0.005	0.0	0.001	0.011	0.0	0.005	0.0	0.007
TNFRSF11A	Q9Y6Q6	False	TNR11_HUMAN		CPI-SS0ED2573CA	0.0	0.0	0.007	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.029	0.0
BAG6	P46379	False	BAG6_HUMAN		CPI-SS027AFFC0E	0.293	0.382	0.301	0.286	0.322	0.424	0.284	0.291	0.0	0.253	0.377	0.304
NCR3LG1	Q68D85	False	NR3L1_HUMAN		CPI-SS0F94547B2	0.0	0.011	0.009	0.002	0.002	0.027	0.004	0.006	0.0	0.0	0.0	0.011
ARF1	P84077	False	ARF1_HUMAN		CPI-SS06A999D25	0.997	1.194	1.007	1.24	1.103	1.342	1.178	1.272	0.0	0.892	1.343	1.205
PLXND1	Q9Y4D7	False	PLXD1_HUMAN		CPI-SS044C72D0D	0.009	0.004	0.008	0.037	0.006	0.0	0.041	0.02	0.0	0.0	0.012	0.105
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS090FC28E1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS0B9E8C0DE	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS0DC4D593E	0.016	0.026	0.014	0.028	0.016	0.026	0.023	0.007	0.0	0.018	0.046	0.011
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS0111AAD26	0.016	0.026	0.014	0.028	0.016	0.026	0.023	0.007	0.0	0.018	0.046	0.011
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS0FF55B42C	0.016	0.026	0.014	0.028	0.016	0.026	0.023	0.007	0.0	0.018	0.046	0.011
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS0F21D6CA0	0.016	0.026	0.014	0.028	0.016	0.026	0.023	0.007	0.0	0.018	0.046	0.011
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS0470AF83E	0.016	0.026	0.014	0.028	0.016	0.026	0.023	0.007	0.0	0.018	0.046	0.011
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS00046DCF3	0.016	0.026	0.014	0.028	0.016	0.026	0.023	0.007	0.0	0.018	0.046	0.011
EPHB4	P54760	False	EPHB4_HUMAN		CPI-SS08D0F9109	0.0	0.0	0.015	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EFNA5	P52803	False	EFNA5_HUMAN		CPI-SS0586F2596	0.0	0.006	0.0	0.027	0.0	0.0	0.002	0.026	0.0	0.0	0.021	0.0
EFNA5	P52803	False	EFNA5_HUMAN		CPI-SS03A2EFDD5	0.0	0.006	0.0	0.027	0.0	0.0	0.002	0.026	0.0	0.0	0.021	0.0
EPHB3	P54753	False	EPHB3_HUMAN		CPI-SS082ABF1EA	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0
EPHB1	P54762	False	EPHB1_HUMAN		CPI-SS0BFD8E056	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.006
EFNA3	P52797	False	EFNA3_HUMAN		CPI-SS01A8F745A	0.0	0.016	0.007	0.014	0.019	0.0	0.009	0.012	0.0	0.009	0.011	0.011
EFNA4	P52798	False	EFNA4_HUMAN		CPI-SS05E6D620E	0.025	0.022	0.037	0.023	0.027	0.032	0.024	0.057	0.0	0.026	0.0	0.017
NTRK1	P04629	False	NTRK1_HUMAN		CPI-SS04C396C5D	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PSAP	P07602	False	SAP_HUMAN		CPI-SS082900482	0.732	1.088	0.855	1.139	0.751	1.106	0.909	1.05	0.0	0.671	1.242	0.907
IL16	Q14005	False	IL16_HUMAN		CPI-SS0A915097A	0.845	0.992	1.043	0.743	0.838	0.75	1.03	0.864	0.0	1.053	0.769	0.901
SIRPA	P78324	False	SHPS1_HUMAN		CPI-SS068C129D6	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006
CELSR3	Q9NYQ7	False	CELR3_HUMAN		CPI-SS086615F9B	0.01	0.0	0.016	0.005	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0
SCGB3A1	Q96QR1	False	SG3A1_HUMAN		CPI-SS04861AD1A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022
GHRL	Q9UBU3	False	GHRL_HUMAN		CPI-SS042EB8C7A	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0
GHRL	Q9UBU3	False	GHRL_HUMAN		CPI-SS05D406038	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0
GHRL	Q9UBU3	False	GHRL_HUMAN		CPI-SS07D40A3F3	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0
LEAP2	Q969E1	False	LEAP2_HUMAN		CPI-SS0EB3C2743	0.0	0.0	0.008	0.002	0.0	0.0	0.002	0.0	0.0	0.005	0.0	0.0
TNFRSF25	Q93038	False	TNR25_HUMAN		CPI-SS079DDF890	0.168	0.005	0.095	0.073	0.193	0.098	0.099	0.124	0.0	0.232	0.051	0.298
TNFRSF12A	Q9NP84	False	TNR12_HUMAN		CPI-SS02EF3E1BA	0.0	0.016	0.0	0.007	0.005	0.0	0.009	0.0	0.0	0.0	0.0	0.018
TNFRSF6B	O95407	False	TNF6B_HUMAN		CPI-SS0B9DC75DD	0.0	0.0	0.0	0.002	0.003	0.0	0.0	0.0	0.0	0.005	0.016	0.0
GPRC5B	Q9NZH0	False	GPC5B_HUMAN		CPI-SS08A819670	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FLT1	P17948	False	VGFR1_HUMAN		CPI-SS0B9B3870A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0
EPHB2	P29323	False	EPHB2_HUMAN		CPI-SS02371A6D6	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0
SEMA7A	O75326	False	SEM7A_HUMAN		CPI-SS02B567BC7	0.011	0.026	0.047	0.015	0.007	0.039	0.019	0.004	0.0	0.0	0.027	0.044
CKLF	Q9UBR5	False	CKLF_HUMAN		CPI-SS05B1FA8A8	0.917	0.836	0.856	0.602	0.701	0.982	0.888	0.753	0.0	0.287	0.756	1.194
C3AR1	Q16581	False	C3AR_HUMAN		CPI-SS03E48EFEA	0.011	0.046	0.018	0.083	0.034	0.111	0.063	0.08	0.0	0.009	0.118	0.077
ENTPD1	P49961	False	ENTP1_HUMAN		CPI-SS03E273233	0.015	0.0	0.008	0.008	0.007	0.0	0.004	0.016	1.653	0.025	0.027	0.012
ENTPD1	P49961	False	ENTP1_HUMAN		CPI-SS079728E8B	0.015	0.0	0.008	0.008	0.007	0.0	0.004	0.016	1.653	0.025	0.027	0.012
C5AR1	P21730	False	C5AR1_HUMAN		CPI-SS00581282E	0.0	0.007	0.006	0.012	0.002	0.05	0.004	0.013	0.0	0.0	0.0	0.0
C5AR2	Q9P296	False	C5AR2_HUMAN		CPI-SS0A7E3A1AF	0.0	0.0	0.0	0.001	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASGR1	P07306	False	ASGR1_HUMAN		CPI-SS01963C4CA	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0
FPR1	P21462	False	FPR1_HUMAN		CPI-SS0F739D3DB	0.0	0.0	0.0	0.002	0.002	0.0	0.003	0.0	0.0	0.0	0.0	0.0
FPR2	P25090	False	FPR2_HUMAN		CPI-SS030BB46BB	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FPR2	P25090	False	FPR2_HUMAN		CPI-SS0F66EA6BE	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CSF1R	P07333	False	CSF1R_HUMAN		CPI-SS092E57263	0.0	0.0	0.009	0.011	0.002	0.0	0.009	0.005	0.0	0.006	0.0	0.0
TNFRSF9	Q07011	False	TNR9_HUMAN		CPI-SS0431D2256	0.0	0.118	0.008	0.053	0.011	0.102	0.084	0.132	0.0	0.0	0.021	0.0
ADGRG5	Q8IZF4	False	AGRG5_HUMAN		CPI-SS047CD2E9F	0.019	0.147	0.015	0.237	0.038	0.187	0.129	0.223	0.0	0.004	0.429	0.209
CD58	P19256	False	LFA3_HUMAN		CPI-SS00B1BEE64	0.16	0.29	0.152	0.322	0.294	0.277	0.214	0.264	0.0	0.015	0.295	0.213
CSF1	P09603	False	CSF1_HUMAN		CPI-SS0B01CF3AB	0.049	0.034	0.006	0.006	0.045	0.0	0.04	0.027	0.0	0.016	0.0	0.016
ADGRE5	P48960	False	CD97_HUMAN		CPI-SS061A7E099	0.648	1.223	0.824	1.28	0.794	0.898	0.893	1.259	0.0	0.501	1.364	0.833
CD22	P20273	False	CD22_HUMAN		CPI-SS0CBC7840D	0.0	0.0	0.015	0.001	0.007	0.0	0.0	0.011	0.0	0.008	0.0	0.0
MRC1	P22897	False	MRC1_HUMAN		CPI-SS0822AEF5F	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CD244	Q9BZW8	False	CD244_HUMAN		CPI-SS056FF4363	0.077	0.45	0.219	0.276	0.052	0.309	0.232	0.294	0.0	0.032	0.564	0.277
PDGFD	Q9GZP0	False	PDGFD_HUMAN		CPI-SS0D954EA1C	0.0	0.206	0.048	0.114	0.012	0.05	0.056	0.072	0.0	0.0	0.131	0.019
ALOX5AP	P20292	False	AL5AP_HUMAN		CPI-SS080611C5B	0.719	0.743	0.588	0.93	0.928	0.606	1.021	0.809	1.653	0.458	1.42	1.375
CD80	P33681	False	CD80_HUMAN		CPI-SS07327E587	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CD80	P33681	False	CD80_HUMAN		CPI-SS0320FFAFC	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CD86	P42081	False	CD86_HUMAN		CPI-SS077D7365D	0.0	0.0	0.0	0.002	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0
CD86	P42081	False	CD86_HUMAN		CPI-SS0B0E09B1C	0.0	0.0	0.0	0.002	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0
KLRC1	P26715	False	NKG2A_HUMAN		CPI-SS03EF699C7	0.476	0.306	0.261	0.039	0.064	0.076	0.102	0.181	0.0	0.0	0.659	0.175
KLRC2	P26717	False	NKG2C_HUMAN		CPI-SS0C4FA643F	0.485	1.805	1.425	0.023	0.014	0.184	0.075	0.028	0.0	0.021	0.49	0.032
KLRK1	P26718	False	NKG2D_HUMAN		CPI-SS03339363E	1.525	1.743	1.705	1.617	0.957	1.308	1.616	1.616	1.653	1.048	1.654	0.8
CD34	P28906	False	CD34_HUMAN		CPI-SS0EB5AEC83	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0
CD34	P28906	False	CD34_HUMAN		CPI-SS015E1E2C6	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0
SELPLG	Q14242	False	SELPL_HUMAN		CPI-SS087321EB5	1.128	1.042	1.249	1.383	1.11	1.078	1.006	1.348	1.653	0.963	1.433	0.895
SELPLG	Q14242	False	SELPL_HUMAN		CPI-SS02B7540B0	1.128	1.042	1.249	1.383	1.11	1.078	1.006	1.348	1.653	0.963	1.433	0.895
CD24	P25063	False	CD24_HUMAN		CPI-SS06ABF2F5A	0.0	0.0	0.007	0.003	0.0	0.0	0.001	0.01	0.0	0.0	0.0	0.012
PILRA	Q9UKJ1	False	PILRA_HUMAN		CPI-SS01560CA22	0.027	0.016	0.0	0.007	0.007	0.032	0.006	0.004	0.0	0.006	0.0	0.0
CD38	P28907	False	CD38_HUMAN		CPI-SS0E0DEA7D5	0.0	0.059	0.01	0.098	0.016	0.211	0.031	0.152	0.0	0.045	0.426	0.004
RPS19	P39019	False	RS19_HUMAN		CPI-SS01946BE5C	3.949	3.741	3.754	3.685	4.04	3.656	3.811	3.74	3.86	3.919	3.311	3.798
TNFRSF4	P43489	False	TNR4_HUMAN		CPI-SS04456F441	0.012	0.018	0.224	0.003	0.247	0.0	0.017	0.004	0.0	0.016	0.147	0.045
CXCL5	P42830	False	CXCL5_HUMAN		CPI-SS05E63FBEC	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CXCL5	P42830	False	CXCL5_HUMAN		CPI-SS087BD262F	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YARS	P54577	False	SYYC_HUMAN		CPI-SS0C7012011	0.176	0.378	0.406	0.356	0.2	0.384	0.344	0.299	0.0	0.158	0.383	0.3
MST1R	Q04912	False	RON_HUMAN		CPI-SS03EACE0E0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TNFSF8	P32971	False	TNFL8_HUMAN		CPI-SS0412C803A	0.238	0.055	0.284	0.019	0.208	0.028	0.166	0.044	0.0	0.187	0.0	0.21
ALCAM	Q13740	False	CD166_HUMAN		CPI-SS08991B378	0.011	0.0	0.008	0.006	0.02	0.0	0.024	0.029	0.0	0.004	0.0	0.0
IL15RA	Q13261	False	I15RA_HUMAN		CPI-SS077B160B9	0.074	0.089	0.057	0.074	0.056	0.07	0.064	0.091	0.0	0.01	0.06	0.114
GAS6	Q14393	False	GAS6_HUMAN		CPI-SS085195142	0.0	0.0	0.0	0.0	0.007	0.0	0.002	0.0	0.0	0.005	0.0	0.0
